qid,P569,S248,s528,s813
Q1549887,+1942-07-02T00:00:00Z/11,Q51850225,"""11000819""",+2018-04-13T00:00:00Z/11
Q1321146,+1946-05-31T00:00:00Z/11,Q51850225,"""11000822""",+2018-04-13T00:00:00Z/11
Q72873,+1950-07-07T00:00:00Z/11,Q51850225,"""11000825""",+2018-04-13T00:00:00Z/11
Q1663263,+1938-03-15T00:00:00Z/11,Q51850225,"""11000826""",+2018-04-13T00:00:00Z/11
Q96981,+1940-08-09T00:00:00Z/11,Q51850225,"""11000828""",+2018-04-13T00:00:00Z/11
Q1401471,+1943-06-20T00:00:00Z/11,Q51850225,"""11000832""",+2018-04-13T00:00:00Z/11
Q1455946,+1922-06-23T00:00:00Z/11,Q51850225,"""11000833""",+2018-04-13T00:00:00Z/11
Q2039065,+1952-07-11T00:00:00Z/11,Q51850225,"""11000835""",+2018-04-13T00:00:00Z/11
Q897301,+1943-05-18T00:00:00Z/11,Q51850225,"""11000836""",+2018-04-13T00:00:00Z/11
Q1745188,+1929-12-22T00:00:00Z/11,Q51850225,"""11000838""",+2018-04-13T00:00:00Z/11
Q1744775,+1941-12-21T00:00:00Z/11,Q51850225,"""11000840""",+2018-04-13T00:00:00Z/11
Q1889464,+1940-11-16T00:00:00Z/11,Q51850225,"""11000852""",+2018-04-13T00:00:00Z/11
Q2143401,+1940-02-19T00:00:00Z/11,Q51850225,"""11000861""",+2018-04-13T00:00:00Z/11
Q1226533,+1923-12-19T00:00:00Z/11,Q51850225,"""11000863""",+2018-04-13T00:00:00Z/11
Q1293797,+1939-11-10T00:00:00Z/11,Q51850225,"""11000864""",+2018-04-13T00:00:00Z/11
Q1352412,+1931-05-07T00:00:00Z/11,Q51850225,"""11000866""",+2018-04-13T00:00:00Z/11
Q823584,+1946-06-18T00:00:00Z/11,Q51850225,"""11000868""",+2018-04-13T00:00:00Z/11
Q1357974,+1935-07-29T00:00:00Z/11,Q51850225,"""11000877""",+2018-04-13T00:00:00Z/11
Q1788194,+1944-05-28T00:00:00Z/11,Q51850225,"""11000885""",+2018-04-13T00:00:00Z/11
Q1354393,+1934-09-14T00:00:00Z/11,Q51850225,"""11000898""",+2018-04-13T00:00:00Z/11
Q1276630,+1953-12-25T00:00:00Z/11,Q51850225,"""11000899""",+2018-04-13T00:00:00Z/11
Q2141410,+1949-08-02T00:00:00Z/11,Q51850225,"""11000901""",+2018-04-13T00:00:00Z/11
Q1489187,+1954-05-23T00:00:00Z/11,Q51850225,"""11000902""",+2018-04-13T00:00:00Z/11
Q1294529,+1956-02-17T00:00:00Z/11,Q51850225,"""11000904""",+2018-04-13T00:00:00Z/11
Q1358680,+1943-02-05T00:00:00Z/11,Q51850225,"""11000906""",+2018-04-13T00:00:00Z/11
Q107360,+1930-05-29T00:00:00Z/11,Q51850225,"""11000908""",+2018-04-13T00:00:00Z/11
Q807478,+1957-12-26T00:00:00Z/11,Q51850225,"""11000921""",+2018-04-13T00:00:00Z/11
Q1575835,+1946-01-16T00:00:00Z/11,Q51850225,"""11000924""",+2018-04-13T00:00:00Z/11
Q828456,+1942-12-27T00:00:00Z/11,Q51850225,"""11000925""",+2018-04-13T00:00:00Z/11
Q1690199,+1945-03-26T00:00:00Z/11,Q51850225,"""11000932""",+2018-04-13T00:00:00Z/11
Q2060222,+1930-11-24T00:00:00Z/11,Q51850225,"""11000934""",+2018-04-13T00:00:00Z/11
Q1716948,+1936-10-14T00:00:00Z/11,Q51850225,"""11000935""",+2018-04-13T00:00:00Z/11
Q104403,+1945-02-12T00:00:00Z/11,Q51850225,"""11000937""",+2018-04-13T00:00:00Z/11
Q1704843,+1955-03-10T00:00:00Z/11,Q51850225,"""11000946""",+2018-04-13T00:00:00Z/11
Q109919,+1944-03-19T00:00:00Z/11,Q51850225,"""11000948""",+2018-04-13T00:00:00Z/11
Q1690185,+1944-06-27T00:00:00Z/11,Q51850225,"""11000949""",+2018-04-13T00:00:00Z/11
Q110890,+1965-04-11T00:00:00Z/11,Q51850225,"""11000952""",+2018-04-13T00:00:00Z/11
Q69778,+1946-10-30T00:00:00Z/11,Q51850225,"""11000956""",+2018-04-13T00:00:00Z/11
Q1729877,+1939-06-10T00:00:00Z/11,Q51850225,"""11000960""",+2018-04-13T00:00:00Z/11
Q2283410,+1938-07-08T00:00:00Z/11,Q51850225,"""11000961""",+2018-04-13T00:00:00Z/11
Q1904092,+1929-04-01T00:00:00Z/11,Q51850225,"""11000962""",+2018-04-13T00:00:00Z/11
Q2285262,+1961-03-08T00:00:00Z/11,Q51850225,"""11000965""",+2018-04-13T00:00:00Z/11
Q85825,+1951-11-17T00:00:00Z/11,Q51850225,"""11000967""",+2018-04-13T00:00:00Z/11
Q967728,+1952-05-09T00:00:00Z/11,Q51850225,"""11000972""",+2018-04-13T00:00:00Z/11
Q1735003,+1924-06-19T00:00:00Z/11,Q51850225,"""11000974""",+2018-04-13T00:00:00Z/11
Q1633223,+1956-11-03T00:00:00Z/11,Q51850225,"""11000975""",+2018-04-13T00:00:00Z/11
Q1361318,+1929-06-13T00:00:00Z/11,Q51850225,"""11000977""",+2018-04-13T00:00:00Z/11
Q107489,+1958-08-21T00:00:00Z/11,Q51850225,"""11000978""",+2018-04-13T00:00:00Z/11
Q1554893,+1937-02-24T00:00:00Z/11,Q51850225,"""11000981""",+2018-04-13T00:00:00Z/11
Q1870866,+1944-12-24T00:00:00Z/11,Q51850225,"""11000989""",+2018-04-13T00:00:00Z/11
Q1407193,+1924-03-09T00:00:00Z/11,Q51850225,"""11000995""",+2018-04-13T00:00:00Z/11
Q113498,+1939-01-19T00:00:00Z/11,Q51850225,"""11000996""",+2018-04-13T00:00:00Z/11
Q1490383,+1939-10-25T00:00:00Z/11,Q51850225,"""11000998""",+2018-04-13T00:00:00Z/11
Q1649652,+1941-06-17T00:00:00Z/11,Q51850225,"""11001003""",+2018-04-13T00:00:00Z/11
Q2369278,+1949-07-12T00:00:00Z/11,Q51850225,"""11001008""",+2018-04-13T00:00:00Z/11
Q1515225,+1939-04-07T00:00:00Z/11,Q51850225,"""11001016""",+2018-04-13T00:00:00Z/11
Q1504870,+1944-11-24T00:00:00Z/11,Q51850225,"""11001017""",+2018-04-13T00:00:00Z/11
Q110533,+1936-07-14T00:00:00Z/11,Q51850225,"""11001018""",+2018-04-13T00:00:00Z/11
Q1167682,+1945-04-23T00:00:00Z/11,Q51850225,"""11001019""",+2018-04-13T00:00:00Z/11
Q2476116,+1930-10-08T00:00:00Z/11,Q51850225,"""11001020""",+2018-04-13T00:00:00Z/11
Q1629503,+1930-06-07T00:00:00Z/11,Q51850225,"""11001022""",+2018-04-13T00:00:00Z/11
Q103740,+1951-06-09T00:00:00Z/11,Q51850225,"""11001023""",+2018-04-13T00:00:00Z/11
Q214060,+1932-06-10T00:00:00Z/11,Q51850225,"""11001025""",+2018-04-13T00:00:00Z/11
Q1577349,+1937-09-20T00:00:00Z/11,Q51850225,"""11001027""",+2018-04-13T00:00:00Z/11
Q1529337,+1943-04-24T00:00:00Z/11,Q51850225,"""11001031""",+2018-04-13T00:00:00Z/11
Q2128188,+1940-03-16T00:00:00Z/11,Q51850225,"""11001033""",+2018-04-13T00:00:00Z/11
Q1298700,+1942-05-20T00:00:00Z/11,Q51850225,"""11001036""",+2018-04-13T00:00:00Z/11
Q1467183,+1951-04-13T00:00:00Z/11,Q51850225,"""11001039""",+2018-04-13T00:00:00Z/11
Q1637379,+1942-02-24T00:00:00Z/11,Q51850225,"""11001040""",+2018-04-13T00:00:00Z/11
Q78131,+1956-05-25T00:00:00Z/11,Q51850225,"""11001042""",+2018-04-13T00:00:00Z/11
Q1512829,+1940-09-24T00:00:00Z/11,Q51850225,"""11001047""",+2018-04-13T00:00:00Z/11
Q1271682,+1941-01-21T00:00:00Z/11,Q51850225,"""11001050""",+2018-04-13T00:00:00Z/11
Q107071,+1949-08-13T00:00:00Z/11,Q51850225,"""11001055""",+2018-04-13T00:00:00Z/11
Q1690222,+1929-07-11T00:00:00Z/11,Q51850225,"""11001059""",+2018-04-13T00:00:00Z/11
Q1729697,+1945-01-05T00:00:00Z/11,Q51850225,"""11001061""",+2018-04-13T00:00:00Z/11
Q1522246,+1963-04-18T00:00:00Z/11,Q51850225,"""11001062""",+2018-04-13T00:00:00Z/11
Q1223435,+1938-07-18T00:00:00Z/11,Q51850225,"""11001064""",+2018-04-13T00:00:00Z/11
Q91302,+1946-12-11T00:00:00Z/11,Q51850225,"""11001069""",+2018-04-13T00:00:00Z/11
Q1267999,+1938-08-01T00:00:00Z/11,Q51850225,"""11001070""",+2018-04-13T00:00:00Z/11
Q67164,+1949-09-03T00:00:00Z/11,Q51850225,"""11001074""",+2018-04-13T00:00:00Z/11
Q74165,+1955-01-23T00:00:00Z/11,Q51850225,"""11001075""",+2018-04-13T00:00:00Z/11
Q677731,+1942-03-17T00:00:00Z/11,Q51850225,"""11001077""",+2018-04-13T00:00:00Z/11
Q1266345,+1937-10-11T00:00:00Z/11,Q51850225,"""11001079""",+2018-04-13T00:00:00Z/11
Q1578044,+1944-05-12T00:00:00Z/11,Q51850225,"""11001083""",+2018-04-13T00:00:00Z/11
Q1996910,+1954-01-21T00:00:00Z/11,Q51850225,"""11001088""",+2018-04-13T00:00:00Z/11
Q1560664,+1931-08-03T00:00:00Z/11,Q51850225,"""11001092""",+2018-04-13T00:00:00Z/11
Q1745330,+1941-11-04T00:00:00Z/11,Q51850225,"""11001102""",+2018-04-13T00:00:00Z/11
Q1383708,+1944-01-26T00:00:00Z/11,Q51850225,"""11001110""",+2018-04-13T00:00:00Z/11
Q1725615,+1922-01-13T00:00:00Z/11,Q51850225,"""11001111""",+2018-04-13T00:00:00Z/11
Q101183,+1936-08-05T00:00:00Z/11,Q51850225,"""11001115""",+2018-04-13T00:00:00Z/11
Q1704985,+1940-09-05T00:00:00Z/11,Q51850225,"""11001118""",+2018-04-13T00:00:00Z/11
Q1557728,+1948-04-14T00:00:00Z/11,Q51850225,"""11001119""",+2018-04-13T00:00:00Z/11
Q1633252,+1954-04-19T00:00:00Z/11,Q51850225,"""11001122""",+2018-04-13T00:00:00Z/11
Q1269833,+1934-01-30T00:00:00Z/11,Q51850225,"""11001124""",+2018-04-13T00:00:00Z/11
Q2284140,+1939-06-13T00:00:00Z/11,Q51850225,"""11001125""",+2018-04-13T00:00:00Z/11
Q1328634,+1924-12-21T00:00:00Z/11,Q51850225,"""11001126""",+2018-04-13T00:00:00Z/11
Q1514892,+1960-05-10T00:00:00Z/11,Q51850225,"""11001128""",+2018-04-13T00:00:00Z/11
Q2476180,+1955-05-23T00:00:00Z/11,Q51850225,"""11001134""",+2018-04-13T00:00:00Z/11
Q447940,+1937-06-14T00:00:00Z/11,Q51850225,"""11001136""",+2018-04-13T00:00:00Z/11
Q1364971,+1934-12-16T00:00:00Z/11,Q51850225,"""11001137""",+2018-04-13T00:00:00Z/11
Q95926,+1923-10-08T00:00:00Z/11,Q51850225,"""11001138""",+2018-04-13T00:00:00Z/11
Q78207,+1953-01-07T00:00:00Z/11,Q51850225,"""11001146""",+2018-04-13T00:00:00Z/11
Q1479597,+1944-09-03T00:00:00Z/11,Q51850225,"""11001151""",+2018-04-13T00:00:00Z/11
Q1439517,+1958-03-06T00:00:00Z/11,Q51850225,"""11001159""",+2018-04-13T00:00:00Z/11
Q1468061,+1954-11-14T00:00:00Z/11,Q51850225,"""11001162""",+2018-04-13T00:00:00Z/11
Q2162863,+1950-03-25T00:00:00Z/11,Q51850225,"""11001168""",+2018-04-13T00:00:00Z/11
Q1598169,+1956-01-08T00:00:00Z/11,Q51850225,"""11001171""",+2018-04-13T00:00:00Z/11
Q1805208,+1953-08-17T00:00:00Z/11,Q51850225,"""11001172""",+2018-04-13T00:00:00Z/11
Q2545122,+1944-04-27T00:00:00Z/11,Q51850225,"""11001175""",+2018-04-13T00:00:00Z/11
Q2163521,+1928-07-16T00:00:00Z/11,Q51850225,"""11001176""",+2018-04-13T00:00:00Z/11
Q1717375,+1945-09-14T00:00:00Z/11,Q51850225,"""11001180""",+2018-04-13T00:00:00Z/11
Q1379060,+1942-05-22T00:00:00Z/11,Q51850225,"""11001182""",+2018-04-13T00:00:00Z/11
Q1587473,+1959-04-16T00:00:00Z/11,Q51850225,"""11001186""",+2018-04-13T00:00:00Z/11
Q1270747,+1948-03-04T00:00:00Z/11,Q51850225,"""11001188""",+2018-04-13T00:00:00Z/11
Q2649802,+1952-06-01T00:00:00Z/11,Q51850225,"""11001190""",+2018-04-13T00:00:00Z/11
Q2173224,+1941-02-27T00:00:00Z/11,Q51850225,"""11001202""",+2018-04-13T00:00:00Z/11
Q87742,+1953-09-13T00:00:00Z/11,Q51850225,"""11001203""",+2018-04-13T00:00:00Z/11
Q2173122,+1946-12-18T00:00:00Z/11,Q51850225,"""11001205""",+2018-04-13T00:00:00Z/11
Q2590286,+1936-02-04T00:00:00Z/11,Q51850225,"""11001206""",+2018-04-13T00:00:00Z/11
Q71660,+1956-10-14T00:00:00Z/11,Q51850225,"""11001207""",+2018-04-13T00:00:00Z/11
Q2141449,+1929-12-01T00:00:00Z/11,Q51850225,"""11001209""",+2018-04-13T00:00:00Z/11
Q2531492,+1938-06-23T00:00:00Z/11,Q51850225,"""11001211""",+2018-04-13T00:00:00Z/11
Q1910077,+1949-02-24T00:00:00Z/11,Q51850225,"""11001213""",+2018-04-13T00:00:00Z/11
Q697700,+1938-05-16T00:00:00Z/11,Q51850225,"""11001217""",+2018-04-13T00:00:00Z/11
Q2515269,+1961-10-18T00:00:00Z/11,Q51850225,"""11001218""",+2018-04-13T00:00:00Z/11
Q2501721,+1933-02-15T00:00:00Z/11,Q51850225,"""11001219""",+2018-04-13T00:00:00Z/11
Q1444261,+1937-05-10T00:00:00Z/11,Q51850225,"""11001220""",+2018-04-13T00:00:00Z/11
Q1611872,+1939-03-01T00:00:00Z/11,Q51850225,"""11001223""",+2018-04-13T00:00:00Z/11
Q1599924,+1959-06-15T00:00:00Z/11,Q51850225,"""11001224""",+2018-04-13T00:00:00Z/11
Q1460573,+1933-02-16T00:00:00Z/11,Q51850225,"""11001227""",+2018-04-13T00:00:00Z/11
Q95869,+1950-03-07T00:00:00Z/11,Q51850225,"""11001230""",+2018-04-13T00:00:00Z/11
Q2140441,+1942-09-19T00:00:00Z/11,Q51850225,"""11001233""",+2018-04-13T00:00:00Z/11
Q105435,+1941-06-10T00:00:00Z/11,Q51850225,"""11001234""",+2018-04-13T00:00:00Z/11
Q2590313,+1952-03-03T00:00:00Z/11,Q51850225,"""11001235""",+2018-04-13T00:00:00Z/11
Q1744742,+1943-10-30T00:00:00Z/11,Q51850225,"""11001240""",+2018-04-13T00:00:00Z/11
Q1241206,+1943-04-29T00:00:00Z/11,Q51850225,"""11001248""",+2018-04-13T00:00:00Z/11
Q1425037,+1939-07-31T00:00:00Z/11,Q51850225,"""11001250""",+2018-04-13T00:00:00Z/11
Q1281343,+1938-04-11T00:00:00Z/11,Q51850225,"""11001252""",+2018-04-13T00:00:00Z/11
Q1512001,+1942-02-11T00:00:00Z/11,Q51850225,"""11001256""",+2018-04-13T00:00:00Z/11
Q1912892,+1929-06-25T00:00:00Z/11,Q51850225,"""11001258""",+2018-04-13T00:00:00Z/11
Q95842,+1929-12-26T00:00:00Z/11,Q51850225,"""11001266""",+2018-04-13T00:00:00Z/11
Q69133,+1937-12-20T00:00:00Z/11,Q51850225,"""11001269""",+2018-04-13T00:00:00Z/11
Q2504480,+1941-07-21T00:00:00Z/11,Q51850225,"""11001271""",+2018-04-13T00:00:00Z/11
Q104428,+1935-11-11T00:00:00Z/11,Q51850225,"""11001273""",+2018-04-13T00:00:00Z/11
Q57474,+1948-11-16T00:00:00Z/11,Q51850225,"""11001274""",+2018-04-13T00:00:00Z/11
Q1603850,+1946-07-03T00:00:00Z/11,Q51850225,"""11001275""",+2018-04-13T00:00:00Z/11
Q1735942,+1954-02-24T00:00:00Z/11,Q51850225,"""11001278""",+2018-04-13T00:00:00Z/11
Q2209798,+1954-04-04T00:00:00Z/11,Q51850225,"""11001279""",+2018-04-13T00:00:00Z/11
Q2444903,+1945-03-16T00:00:00Z/11,Q51850225,"""11001284""",+2018-04-13T00:00:00Z/11
Q1268810,+1941-06-28T00:00:00Z/11,Q51850225,"""11001288""",+2018-04-13T00:00:00Z/11
Q1201476,+1937-03-30T00:00:00Z/11,Q51850225,"""11001290""",+2018-04-13T00:00:00Z/11
Q123412,+1926-02-15T00:00:00Z/11,Q51850225,"""11001291""",+2018-04-13T00:00:00Z/11
Q1266686,+1944-11-29T00:00:00Z/11,Q51850225,"""11001292""",+2018-04-13T00:00:00Z/11
Q2060856,+1938-06-22T00:00:00Z/11,Q51850225,"""11001293""",+2018-04-13T00:00:00Z/11
Q87352,+1957-07-11T00:00:00Z/11,Q51850225,"""11001294""",+2018-04-13T00:00:00Z/11
Q494020,+1957-10-04T00:00:00Z/11,Q51850225,"""11001301""",+2018-04-13T00:00:00Z/11
Q1126612,+1945-02-05T00:00:00Z/11,Q51850225,"""11001302""",+2018-04-13T00:00:00Z/11
Q78218,+1957-10-28T00:00:00Z/11,Q51850225,"""11001303""",+2018-04-13T00:00:00Z/11
Q290708,+1930-06-05T00:00:00Z/11,Q51850225,"""11001305""",+2018-04-13T00:00:00Z/11
Q2158015,+1941-07-03T00:00:00Z/11,Q51850225,"""11001310""",+2018-04-13T00:00:00Z/11
Q1800925,+1950-09-08T00:00:00Z/11,Q51850225,"""11001313""",+2018-04-13T00:00:00Z/11
Q1731553,+1926-09-28T00:00:00Z/11,Q51850225,"""11001315""",+2018-04-13T00:00:00Z/11
Q1237918,+1944-03-03T00:00:00Z/11,Q51850225,"""11001319""",+2018-04-13T00:00:00Z/11
Q105119,+1930-06-05T00:00:00Z/11,Q51850225,"""11001322""",+2018-04-13T00:00:00Z/11
Q1080811,+1933-02-19T00:00:00Z/11,Q51850225,"""11001327""",+2018-04-13T00:00:00Z/11
Q62173,+1951-07-26T00:00:00Z/11,Q51850225,"""11001336""",+2018-04-13T00:00:00Z/11
Q1660084,+1929-10-16T00:00:00Z/11,Q51850225,"""11001339""",+2018-04-13T00:00:00Z/11
Q1417746,+1927-05-15T00:00:00Z/11,Q51850225,"""11001341""",+2018-04-13T00:00:00Z/11
Q1285235,+1933-02-01T00:00:00Z/11,Q51850225,"""11001342""",+2018-04-13T00:00:00Z/11
Q1717422,+1935-02-07T00:00:00Z/11,Q51850225,"""11001343""",+2018-04-13T00:00:00Z/11
Q1705150,+1944-09-17T00:00:00Z/11,Q51850225,"""11001350""",+2018-04-13T00:00:00Z/11
Q1289169,+1944-11-04T00:00:00Z/11,Q51850225,"""11001351""",+2018-04-13T00:00:00Z/11
Q1306633,+1932-03-24T00:00:00Z/11,Q51850225,"""11001352""",+2018-04-13T00:00:00Z/11
Q1745399,+1943-02-14T00:00:00Z/11,Q51850225,"""11001353""",+2018-04-13T00:00:00Z/11
Q1889660,+1940-09-02T00:00:00Z/11,Q51850225,"""11001354""",+2018-04-13T00:00:00Z/11
Q1078121,+1941-06-24T00:00:00Z/11,Q51850225,"""11001363""",+2018-04-13T00:00:00Z/11
Q1718682,+1936-03-17T00:00:00Z/11,Q51850225,"""11001368""",+2018-04-13T00:00:00Z/11
Q2590451,+1935-05-29T00:00:00Z/11,Q51850225,"""11001369""",+2018-04-13T00:00:00Z/11
Q1309486,+1938-11-07T00:00:00Z/11,Q51850225,"""11001373""",+2018-04-13T00:00:00Z/11
Q1712805,+1933-02-18T00:00:00Z/11,Q51850225,"""11001378""",+2018-04-13T00:00:00Z/11
Q2032290,+1942-12-25T00:00:00Z/11,Q51850225,"""11001379""",+2018-04-13T00:00:00Z/11
Q101987,+1944-04-06T00:00:00Z/11,Q51850225,"""11001381""",+2018-04-13T00:00:00Z/11
Q99442,+1949-03-17T00:00:00Z/11,Q51850225,"""11001392""",+2018-04-13T00:00:00Z/11
Q1598230,+1932-11-21T00:00:00Z/11,Q51850225,"""11001396""",+2018-04-13T00:00:00Z/11
Q1928491,+1956-09-27T00:00:00Z/11,Q51850225,"""11001398""",+2018-04-13T00:00:00Z/11
Q1157299,+1940-04-12T00:00:00Z/11,Q51850225,"""11001400""",+2018-04-13T00:00:00Z/11
Q1222436,+1939-03-07T00:00:00Z/11,Q51850225,"""11001401""",+2018-04-13T00:00:00Z/11
Q1352796,+1944-03-01T00:00:00Z/11,Q51850225,"""11001402""",+2018-04-13T00:00:00Z/11
Q1508135,+1941-05-03T00:00:00Z/11,Q51850225,"""11001404""",+2018-04-13T00:00:00Z/11
Q2501767,+1944-01-07T00:00:00Z/11,Q51850225,"""11001405""",+2018-04-13T00:00:00Z/11
Q1666900,+1932-12-15T00:00:00Z/11,Q51850225,"""11001407""",+2018-04-13T00:00:00Z/11
Q1223933,+1935-01-08T00:00:00Z/11,Q51850225,"""11001408""",+2018-04-13T00:00:00Z/11
Q112592,+1931-09-29T00:00:00Z/11,Q51850225,"""11001409""",+2018-04-13T00:00:00Z/11
Q57412,+1940-03-02T00:00:00Z/11,Q51850225,"""11001415""",+2018-04-13T00:00:00Z/11
Q1997000,+1943-06-04T00:00:00Z/11,Q51850225,"""11001417""",+2018-04-13T00:00:00Z/11
Q1094811,+1940-04-21T00:00:00Z/11,Q51850225,"""11001421""",+2018-04-13T00:00:00Z/11
Q1363227,+1940-03-31T00:00:00Z/11,Q51850225,"""11001424""",+2018-04-13T00:00:00Z/11
Q1271474,+1944-02-27T00:00:00Z/11,Q51850225,"""11001427""",+2018-04-13T00:00:00Z/11
Q1246241,+1957-12-22T00:00:00Z/11,Q51850225,"""11001429""",+2018-04-13T00:00:00Z/11
Q1453335,+1938-10-24T00:00:00Z/11,Q51850225,"""11001432""",+2018-04-13T00:00:00Z/11
Q120220,+1961-07-15T00:00:00Z/11,Q51850225,"""11001434""",+2018-04-13T00:00:00Z/11
Q1663356,+1945-09-09T00:00:00Z/11,Q51850225,"""11001436""",+2018-04-13T00:00:00Z/11
Q1593912,+1939-05-26T00:00:00Z/11,Q51850225,"""11001441""",+2018-04-13T00:00:00Z/11
Q103657,+1939-08-13T00:00:00Z/11,Q51850225,"""11001450""",+2018-04-13T00:00:00Z/11
Q64096,+1952-08-18T00:00:00Z/11,Q51850225,"""11001451""",+2018-04-13T00:00:00Z/11
Q2590550,+1949-08-25T00:00:00Z/11,Q51850225,"""11001452""",+2018-04-13T00:00:00Z/11
Q1252997,+1956-08-06T00:00:00Z/11,Q51850225,"""11001454""",+2018-04-13T00:00:00Z/11
Q1253679,+1929-11-27T00:00:00Z/11,Q51850225,"""11001457""",+2018-04-13T00:00:00Z/11
Q2173423,+1934-05-02T00:00:00Z/11,Q51850225,"""11001459""",+2018-04-13T00:00:00Z/11
Q1513946,+1945-12-16T00:00:00Z/11,Q51850225,"""11001468""",+2018-04-13T00:00:00Z/11
Q567,+1954-07-17T00:00:00Z/11,Q51850225,"""11001478""",+2018-04-13T00:00:00Z/11
Q1467396,+1942-07-18T00:00:00Z/11,Q51850225,"""11001485""",+2018-04-13T00:00:00Z/11
Q1717479,+1936-03-26T00:00:00Z/11,Q51850225,"""11001494""",+2018-04-13T00:00:00Z/11
Q1369441,+1939-05-22T00:00:00Z/11,Q51850225,"""11001497""",+2018-04-13T00:00:00Z/11
Q77766,+1949-12-06T00:00:00Z/11,Q51850225,"""11001501""",+2018-04-13T00:00:00Z/11
Q1918129,+1935-11-02T00:00:00Z/11,Q51850225,"""11001502""",+2018-04-13T00:00:00Z/11
Q1745461,+1938-08-11T00:00:00Z/11,Q51850225,"""11001508""",+2018-04-13T00:00:00Z/11
Q1732384,+1929-07-16T00:00:00Z/11,Q51850225,"""11001510""",+2018-04-13T00:00:00Z/11
Q1522002,+1950-03-29T00:00:00Z/11,Q51850225,"""11001514""",+2018-04-13T00:00:00Z/11
Q57241,+1928-01-27T00:00:00Z/11,Q51850225,"""11001518""",+2018-04-13T00:00:00Z/11
Q1448342,+1930-11-02T00:00:00Z/11,Q51850225,"""11001522""",+2018-04-13T00:00:00Z/11
Q2426153,+1952-06-14T00:00:00Z/11,Q51850225,"""11001528""",+2018-04-13T00:00:00Z/11
Q1876645,+1932-06-18T00:00:00Z/11,Q51850225,"""11001532""",+2018-04-13T00:00:00Z/11
Q999135,+1952-09-12T00:00:00Z/11,Q51850225,"""11001533""",+2018-04-13T00:00:00Z/11
Q1715181,+1952-01-29T00:00:00Z/11,Q51850225,"""11001535""",+2018-04-13T00:00:00Z/11
Q1623388,+1938-05-16T00:00:00Z/11,Q51850225,"""11001543""",+2018-04-13T00:00:00Z/11
Q1081202,+1947-12-24T00:00:00Z/11,Q51850225,"""11001545""",+2018-04-13T00:00:00Z/11
Q1332795,+1942-05-21T00:00:00Z/11,Q51850225,"""11001546""",+2018-04-13T00:00:00Z/11
Q1578322,+1942-09-03T00:00:00Z/11,Q51850225,"""11001550""",+2018-04-13T00:00:00Z/11
Q1655901,+1947-01-07T00:00:00Z/11,Q51850225,"""11001553""",+2018-04-13T00:00:00Z/11
Q1714633,+1957-08-14T00:00:00Z/11,Q51850225,"""11001556""",+2018-04-13T00:00:00Z/11
Q1928687,+1948-07-10T00:00:00Z/11,Q51850225,"""11001561""",+2018-04-13T00:00:00Z/11
Q2173496,+1932-11-26T00:00:00Z/11,Q51850225,"""11001565""",+2018-04-13T00:00:00Z/11
Q58609,+1940-01-16T00:00:00Z/11,Q51850225,"""11001570""",+2018-04-13T00:00:00Z/11
Q2645563,+1926-09-29T00:00:00Z/11,Q51850225,"""11001581""",+2018-04-13T00:00:00Z/11
Q1081226,+1943-09-18T00:00:00Z/11,Q51850225,"""11001592""",+2018-04-13T00:00:00Z/11
Q78341,+1942-01-06T00:00:00Z/11,Q51850225,"""11001593""",+2018-04-13T00:00:00Z/11
Q1512223,+1939-06-25T00:00:00Z/11,Q51850225,"""11001596""",+2018-04-13T00:00:00Z/11
Q1578219,+1942-09-10T00:00:00Z/11,Q51850225,"""11001598""",+2018-04-13T00:00:00Z/11
Q1078147,+1952-07-29T00:00:00Z/11,Q51850225,"""11001601""",+2018-04-13T00:00:00Z/11
Q1285104,+1950-08-02T00:00:00Z/11,Q51850225,"""11001609""",+2018-04-13T00:00:00Z/11
Q2163677,+1943-08-21T00:00:00Z/11,Q51850225,"""11001610""",+2018-04-13T00:00:00Z/11
Q1594559,+1961-06-06T00:00:00Z/11,Q51850225,"""11001612""",+2018-04-13T00:00:00Z/11
Q1488352,+1937-03-24T00:00:00Z/11,Q51850225,"""11001616""",+2018-04-13T00:00:00Z/11
Q104329,+1933-11-17T00:00:00Z/11,Q51850225,"""11001619""",+2018-04-13T00:00:00Z/11
Q70077,+1966-02-07T00:00:00Z/11,Q51850225,"""11001621""",+2018-04-13T00:00:00Z/11
Q1683767,+1937-07-02T00:00:00Z/11,Q51850225,"""11001626""",+2018-04-13T00:00:00Z/11
Q1690197,+1935-12-10T00:00:00Z/11,Q51850225,"""11001628""",+2018-04-13T00:00:00Z/11
Q1560867,+1943-08-04T00:00:00Z/11,Q51850225,"""11001635""",+2018-04-13T00:00:00Z/11
Q101757,+1941-02-25T00:00:00Z/11,Q51850225,"""11001637""",+2018-04-13T00:00:00Z/11
Q1612284,+1937-03-27T00:00:00Z/11,Q51850225,"""11001638""",+2018-04-13T00:00:00Z/11
Q95845,+1937-12-26T00:00:00Z/11,Q51850225,"""11001641""",+2018-04-13T00:00:00Z/11
Q2163694,+1937-12-29T00:00:00Z/11,Q51850225,"""11001645""",+2018-04-13T00:00:00Z/11
Q1331852,+1950-04-17T00:00:00Z/11,Q51850225,"""11001648""",+2018-04-13T00:00:00Z/11
Q1889757,+1938-07-27T00:00:00Z/11,Q51850225,"""11001652""",+2018-04-13T00:00:00Z/11
