qid,P569,S248,s528,s813
Q40999099,+1978-12-23T00:00:00Z/11,Q51850225,"""11004867""",+2018-04-13T00:00:00Z/11
Q1527508,+1949-06-05T00:00:00Z/11,Q51850225,"""11004869""",+2018-04-13T00:00:00Z/11
Q2337497,+1966-01-14T00:00:00Z/11,Q51850225,"""11004870""",+2018-04-13T00:00:00Z/11
Q40975213,+1980-02-11T00:00:00Z/11,Q51850225,"""11004871""",+2018-04-13T00:00:00Z/11
Q40998741,+1969-06-17T00:00:00Z/11,Q51850225,"""11004873""",+2018-04-13T00:00:00Z/11
Q1677371,+1958-11-12T00:00:00Z/11,Q51850225,"""11004874""",+2018-04-13T00:00:00Z/11
Q40813332,+1967-02-19T00:00:00Z/11,Q51850225,"""11004875""",+2018-04-13T00:00:00Z/11
Q477845,+1973-07-11T00:00:00Z/11,Q51850225,"""11004876""",+2018-04-13T00:00:00Z/11
Q40998233,+1981-05-19T00:00:00Z/11,Q51850225,"""11004877""",+2018-04-13T00:00:00Z/11
Q20243187,+1966-02-14T00:00:00Z/11,Q51850225,"""11004878""",+2018-04-13T00:00:00Z/11
Q40974933,+1966-03-29T00:00:00Z/11,Q51850225,"""11004879""",+2018-04-13T00:00:00Z/11
Q40847360,+1964-05-14T00:00:00Z/11,Q51850225,"""11004880""",+2018-04-13T00:00:00Z/11
Q40998834,+1983-08-17T00:00:00Z/11,Q51850225,"""11004881""",+2018-04-13T00:00:00Z/11
Q40998077,+1958-03-12T00:00:00Z/11,Q51850225,"""11004882""",+2018-04-13T00:00:00Z/11
Q1403798,+1986-01-29T00:00:00Z/11,Q51850225,"""11004883""",+2018-04-13T00:00:00Z/11
Q40998033,+1977-07-03T00:00:00Z/11,Q51850225,"""11004884""",+2018-04-13T00:00:00Z/11
Q40974942,+1976-08-04T00:00:00Z/11,Q51850225,"""11004885""",+2018-04-13T00:00:00Z/11
Q17905,+1955-12-20T00:00:00Z/11,Q51850225,"""11004886""",+2018-04-13T00:00:00Z/11
Q40896698,+1961-12-12T00:00:00Z/11,Q51850225,"""11004888""",+2018-04-13T00:00:00Z/11
Q40999416,+1968-02-29T00:00:00Z/11,Q51850225,"""11004889""",+2018-04-13T00:00:00Z/11
Q40998778,+1984-02-28T00:00:00Z/11,Q51850225,"""11004890""",+2018-04-13T00:00:00Z/11
Q40436370,+1967-10-08T00:00:00Z/11,Q51850225,"""11004891""",+2018-04-13T00:00:00Z/11
Q40879307,+1980-06-10T00:00:00Z/11,Q51850225,"""11004892""",+2018-04-13T00:00:00Z/11
Q40998580,+1981-05-18T00:00:00Z/11,Q51850225,"""11004893""",+2018-04-13T00:00:00Z/11
Q19969784,+1978-06-30T00:00:00Z/11,Q51850225,"""11004894""",+2018-04-13T00:00:00Z/11
Q124581,+1971-02-07T00:00:00Z/11,Q51850225,"""11004897""",+2018-04-13T00:00:00Z/11
Q18019298,+1944-04-10T00:00:00Z/11,Q51850225,"""11004898""",+2018-04-13T00:00:00Z/11
Q40983005,+1971-11-03T00:00:00Z/11,Q51850225,"""11004899""",+2018-04-13T00:00:00Z/11
Q40846468,+1979-07-15T00:00:00Z/11,Q51850225,"""11004900""",+2018-04-13T00:00:00Z/11
Q40915597,+1981-11-04T00:00:00Z/11,Q51850225,"""11004901""",+2018-04-13T00:00:00Z/11
Q39080194,+1968-05-12T00:00:00Z/11,Q51850225,"""11004902""",+2018-04-13T00:00:00Z/11
Q40999248,+1972-01-07T00:00:00Z/11,Q51850225,"""11004903""",+2018-04-13T00:00:00Z/11
Q40999283,+1970-02-21T00:00:00Z/11,Q51850225,"""11004904""",+2018-04-13T00:00:00Z/11
Q14924803,+1971-05-27T00:00:00Z/11,Q51850225,"""11004905""",+2018-04-13T00:00:00Z/11
Q15391841,+1958-03-10T00:00:00Z/11,Q51850225,"""11004906""",+2018-04-13T00:00:00Z/11
Q40999023,+1961-08-05T00:00:00Z/11,Q51850225,"""11004907""",+2018-04-13T00:00:00Z/11
Q40998001,+1987-02-09T00:00:00Z/11,Q51850225,"""11004908""",+2018-04-13T00:00:00Z/11
Q40997607,+1963-04-13T00:00:00Z/11,Q51850225,"""11004909""",+2018-04-13T00:00:00Z/11
Q95577,+1975-12-30T00:00:00Z/11,Q51850225,"""11004910""",+2018-04-13T00:00:00Z/11
Q40997976,+1981-04-22T00:00:00Z/11,Q51850225,"""11004911""",+2018-04-13T00:00:00Z/11
Q1610440,+1964-01-19T00:00:00Z/11,Q51850225,"""11004912""",+2018-04-13T00:00:00Z/11
Q1710235,+1981-04-22T00:00:00Z/11,Q51850225,"""11004913""",+2018-04-13T00:00:00Z/11
Q109925,+1967-01-12T00:00:00Z/11,Q51850225,"""11004914""",+2018-04-13T00:00:00Z/11
Q41580479,+1955-08-11T00:00:00Z/11,Q51850225,"""11004915""",+2018-04-13T00:00:00Z/11
Q2643140,+1968-09-08T00:00:00Z/11,Q51850225,"""11004917""",+2018-04-13T00:00:00Z/11
Q1223301,+1955-08-30T00:00:00Z/11,Q51850225,"""11004918""",+2018-04-13T00:00:00Z/11
Q1901834,+1964-01-01T00:00:00Z/11,Q51850225,"""11004921""",+2018-04-13T00:00:00Z/11
Q38504341,+1963-01-02T00:00:00Z/11,Q51850225,"""11004922""",+2018-04-13T00:00:00Z/11
Q40999439,+1962-12-23T00:00:00Z/11,Q51850225,"""11004923""",+2018-04-13T00:00:00Z/11
Q40999043,+1976-09-06T00:00:00Z/11,Q51850225,"""11004924""",+2018-04-13T00:00:00Z/11
Q1086155,+1974-12-04T00:00:00Z/11,Q51850225,"""11004926""",+2018-04-13T00:00:00Z/11
Q40998098,+1972-04-16T00:00:00Z/11,Q51850225,"""11004927""",+2018-04-13T00:00:00Z/11
Q40999117,+1969-09-08T00:00:00Z/11,Q51850225,"""11004929""",+2018-04-13T00:00:00Z/11
Q27975838,+1979-02-06T00:00:00Z/11,Q51850225,"""11004930""",+2018-04-13T00:00:00Z/11
Q40998975,+1967-11-13T00:00:00Z/11,Q51850225,"""11004931""",+2018-04-13T00:00:00Z/11
Q40477677,+1959-08-30T00:00:00Z/11,Q51850225,"""11004932""",+2018-04-13T00:00:00Z/11
Q40980201,+1964-10-20T00:00:00Z/11,Q51850225,"""11004933""",+2018-04-13T00:00:00Z/11
Q850085,+1966-10-20T00:00:00Z/11,Q51850225,"""11004934""",+2018-04-13T00:00:00Z/11
Q40897036,+1952-05-19T00:00:00Z/11,Q51850225,"""11004935""",+2018-04-13T00:00:00Z/11
Q40473868,+1963-04-27T00:00:00Z/11,Q51850225,"""11004936""",+2018-04-13T00:00:00Z/11
Q40983704,+1959-10-01T00:00:00Z/11,Q51850225,"""11004937""",+2018-04-13T00:00:00Z/11
Q18169686,+1985-09-06T00:00:00Z/11,Q51850225,"""11004938""",+2018-04-13T00:00:00Z/11
Q40999997,+1989-08-14T00:00:00Z/11,Q51850225,"""11004941""",+2018-04-13T00:00:00Z/11
Q43464224,+1984-09-28T00:00:00Z/11,Q51850225,"""11004942""",+2018-04-13T00:00:00Z/11
